Index,Kelas,Skenario,Deletion (↓),Insertion (↑),Robustness (↑),Sparsity (↑),Cost (Sec) (↓)
1110,MildDemented,SCN-02: LIME (n=100),0.9595896944403649,0.6950540503767115,0.9089858572083007,0.10728236607142858,1.7040855884552002
1110,MildDemented,SCN-02: LIME (n=500),0.8253450520336629,0.6553391190646437,0.9325009059668465,0.09781568877551021,8.45412564277649
1110,MildDemented,SCN-02: LIME (n=2000),0.884409485757351,0.6805455188645283,0.9031779097849756,0.09317203443877552,32.11342167854309
1110,MildDemented,SCN-03: SHAP (e=100),0.38450299128890036,0.9511678621172904,0.9614678467382491,0.0625,1.412018060684204
1110,MildDemented,SCN-03: SHAP (e=500),0.07918692495441065,0.9430059418082237,0.9606787243433716,0.015625,6.893440246582031
1110,MildDemented,SCN-03: SHAP (e=2000),0.20806893691406,0.8729430966079235,0.9500863798857749,0.015625,26.779893398284912
1069,MildDemented,SCN-01: Grad-CAM,0.3792731125601903,0.9634251341223716,0.9547547101974487,0.8095304528061225,0.0284883975982666
1069,MildDemented,SCN-02: LIME (n=100),0.4682105218813605,0.7165497607493307,0.8941332927158947,0.09068080357142858,1.7395930290222168
1069,MildDemented,SCN-02: LIME (n=500),0.534776921174489,0.5330304759134874,0.8568266198118717,0.08217075892857142,8.578097581863403
1069,MildDemented,SCN-02: LIME (n=2000),0.6554937652288837,0.4220086775707529,0.9206940524519376,0.03900271045918367,32.81039834022522
1069,MildDemented,SCN-03: SHAP (e=100),0.22539432989851776,0.8714472837746143,0.949134720778166,0.0625,1.4195656776428223
1069,MildDemented,SCN-03: SHAP (e=500),0.14952122100621634,0.9634230956435204,0.8949368579015275,0.03125,6.980899333953857
1069,MildDemented,SCN-03: SHAP (e=2000),0.08009637883752703,0.963408051431179,0.8288781985863827,0.1640625,28.036341428756714
1009,MildDemented,SCN-01: Grad-CAM,0.3657286676811054,0.7863926470279694,0.9620223641395569,0.5102439413265306,0.033937692642211914
1009,MildDemented,SCN-02: LIME (n=100),0.8700796589255333,0.8032550528645515,0.9196299320352657,0.09980867346938775,1.7220263481140137
1009,MildDemented,SCN-02: LIME (n=500),0.8685441933572293,0.5151842952796357,0.9397596684038574,0.03639190051020408,8.555477857589722
1009,MildDemented,SCN-02: LIME (n=2000),0.639581854455173,0.5564506647880535,0.9388502311969922,0.04954559948979592,32.62095403671265
1009,MildDemented,SCN-03: SHAP (e=100),0.6404309116303921,0.7550544396042824,0.9077520937638214,0.0625,1.429553747177124
1009,MildDemented,SCN-03: SHAP (e=500),0.4952505670487881,0.6329997833818198,0.9681176481032989,0.03125,7.147963523864746
1009,MildDemented,SCN-03: SHAP (e=2000),0.3792134664254263,0.819155590236187,0.9811450522593884,0.015625,27.855534315109253
494,VeryMildDemented,SCN-01: Grad-CAM,0.09412460750673972,0.7150132773109362,0.9500657320022583,0.7826052295918368,0.2788712978363037
494,VeryMildDemented,SCN-02: LIME (n=100),0.16155388483560587,0.061848616041282126,0.8887783412763556,0.14953364158163265,1.6518723964691162
494,VeryMildDemented,SCN-02: LIME (n=500),0.07976905949738165,0.2674957923673327,0.9089815941216755,0.042490433673469385,6.590723991394043
494,VeryMildDemented,SCN-02: LIME (n=2000),0.06148291945517488,0.10199864778690157,0.9082051009184056,0.042490433673469385,27.50737190246582
494,VeryMildDemented,SCN-03: SHAP (e=100),0.1672770176989303,0.6420689601451158,0.9585497040156548,0.0625,2.994051218032837
494,VeryMildDemented,SCN-03: SHAP (e=500),0.10168317377556378,0.47026672681677145,0.9519618454166804,0.0625,6.326337814331055
494,VeryMildDemented,SCN-03: SHAP (e=2000),0.12097627765743368,0.6331130783626576,0.8828189949910229,0.0390625,25.76258659362793
888,VeryMildDemented,SCN-01: Grad-CAM,0.06617578380819394,0.25076800292496915,0.9447935223579407,0.7136678890306123,0.02919793128967285
888,VeryMildDemented,SCN-02: LIME (n=100),0.05404291582094552,0.05084882407110171,0.8867947060567418,0.015326052295918368,1.6983284950256348
888,VeryMildDemented,SCN-02: LIME (n=500),0.05087791373828523,0.050066906837492195,0.882371043634971,0.2155811543367347,7.0331501960754395
888,VeryMildDemented,SCN-02: LIME (n=2000),0.049459209164458784,0.055789027500940336,0.8915678173329759,0.3093311543367347,30.106088876724243
888,VeryMildDemented,SCN-03: SHAP (e=100),0.24800277507165447,0.38611655962013175,0.9579053711759075,0.125,1.2862584590911865
888,VeryMildDemented,SCN-03: SHAP (e=500),0.053793859781308136,0.4295756296487525,0.9755270936130157,0.03125,6.344560384750366
